time,strategy,exchange,identifier,symbol,side,type,status,price,filled_quantity,multiplier,trade_cost,trade_slippage,time_in_force,asset.right,asset.strike,asset.multiplier,asset.expiration,asset.asset_type,audit.schema_version,audit.submit.time,audit.submit.order_class,audit.submit.order_type,audit.submit.side,audit.submit.time_in_force,audit.submit.quantity,audit.submit.limit_price,audit.submit.stop_price,audit.submit.asset.symbol,audit.submit.asset.asset_type,audit.submit.asset.right,audit.submit.asset.strike,audit.submit.asset.expiration,audit.submit.asset.multiplier,audit.submit.asset_quote.price,audit.submit.asset_quote.bid,audit.submit.asset_quote.ask,audit.submit.asset_quote.mid_price,audit.submit.asset_quote.bid_size,audit.submit.asset_quote.ask_size,audit.submit.asset_quote.timestamp,audit.submit.asset_quote.raw_json,audit.submit.asset_quote.snapshot_only.price,audit.submit.asset_quote.snapshot_only.bid,audit.submit.asset_quote.snapshot_only.ask,audit.submit.asset_quote.snapshot_only.mid_price,audit.submit.asset_quote.snapshot_only.bid_size,audit.submit.asset_quote.snapshot_only.ask_size,audit.submit.asset_quote.snapshot_only.timestamp,audit.submit.asset_quote.snapshot_only.raw_json,audit.submit.underlying.symbol,audit.submit.underlying_quote.price,audit.submit.underlying_quote.mid_price,audit.submit.underlying_quote.timestamp,audit.submit.underlying_quote.raw_json,audit.submit.underlying_quote.snapshot_only.price,audit.submit.underlying_quote.snapshot_only.mid_price,audit.submit.underlying_quote.snapshot_only.timestamp,audit.submit.underlying_quote.snapshot_only.raw_json,audit.fill.model,audit.fill.price,audit.asset_quote.final_bid,audit.asset_quote.final_ask,audit.asset_quote.snapshot_only_used,audit.asset_quote.price,audit.asset_quote.bid,audit.asset_quote.ask,audit.asset_quote.mid_price,audit.asset_quote.bid_size,audit.asset_quote.ask_size,audit.asset_quote.timestamp,audit.asset_quote.raw_json,audit.underlying.symbol,audit.underlying.asset_type,audit.underlying_quote.price,audit.underlying_quote.mid_price,audit.underlying_quote.timestamp,audit.underlying_quote.raw_json,price_source
2025-01-23 10:15:00-05:00,SPXShortStraddle,,bef8d8337e0f4836a870accd087a86ff,SPXW,sell,market,fill,6.7,1.0,100,0.0,0.0,gtc,CALL,6085.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,6.7,6.7,6.8,False,6.75,6.7,6.8,6.75,133.0,88.0,2025-01-23T10:15:00-05:00,"{""ask"": 6.8, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""88"", ""bid"": 6.7, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""133"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",SPX,index,6082.3,6082.3,2025-01-23T10:15:00-05:00,,quote
2025-01-23 10:15:00-05:00,SPXShortStraddle,,9b6a50b88fb84a4ead71dce2c4135668,SPXW,sell,market,fill,6.1,1.0,100,0.0,0.0,gtc,PUT,6075.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,6.1,6.1,6.2,False,6.15,6.1,6.2,6.15,93.0,4.0,2025-01-23T10:15:00-05:00,"{""ask"": 6.2, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""4"", ""bid"": 6.1, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""93"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",SPX,index,6082.3,6082.3,2025-01-23T10:15:00-05:00,,quote
2025-01-23 10:46:00-05:00,SPXShortStraddle,,f65b751a5e554f1b968db2fa91610741,SPXW,buy,market,new,,,1,,0.0,gtc,CALL,6085.0,100,2025-01-23,option,1.0,2025-01-23T10:46:00-05:00,None,market,buy_to_close,gtc,1,,,SPXW,option,CALL,6085.0,2025-01-23,100.0,8.95,8.9,9.0,8.95,40.0,26.0,2025-01-23T10:46:00-05:00,,8.95,8.9,9.0,8.95,40.0,26.0,2025-01-23T10:46:00-05:00,,SPX,6088.81,6088.81,2025-01-23T10:46:00-05:00,,6088.81,6088.81,2025-01-23T10:46:00-05:00,,,,,,,,,,,,,,,,,,,,,
2025-01-23 10:46:00-05:00,SPXShortStraddle,,0d01b65fe9974ba2b6cb563fe7c5c299,SPXW,buy,market,new,,,1,,0.0,gtc,PUT,6075.0,100,2025-01-23,option,1.0,2025-01-23T10:46:00-05:00,None,market,buy_to_close,gtc,1,,,SPXW,option,PUT,6075.0,2025-01-23,100.0,3.5,3.4,3.6,3.5,222.0,187.0,2025-01-23T10:46:00-05:00,,3.5,3.4,3.6,3.5,222.0,187.0,2025-01-23T10:46:00-05:00,,SPX,6088.81,6088.81,2025-01-23T10:46:00-05:00,,6088.81,6088.81,2025-01-23T10:46:00-05:00,,,,,,,,,,,,,,,,,,,,,
2025-01-23 10:46:00-05:00,SPXShortStraddle,,ba9aa562dd5040c6ae8b75b0e5b7b0df,SPXW,buy,market,new,,,1,,0.0,day,,0.0,1,,multileg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23 10:46:00-05:00,SPXShortStraddle,,f65b751a5e554f1b968db2fa91610741,SPXW,buy,market,fill,9.0,1.0,100,0.0,0.0,gtc,CALL,6085.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,9.0,8.9,9.0,False,8.95,8.9,9.0,8.95,40.0,26.0,2025-01-23T10:46:00-05:00,,SPX,index,6088.81,6088.81,2025-01-23T10:46:00-05:00,,quote
2025-01-23 10:46:00-05:00,SPXShortStraddle,,0d01b65fe9974ba2b6cb563fe7c5c299,SPXW,buy,market,fill,3.6,1.0,100,0.0,0.0,gtc,PUT,6075.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,3.6,3.4,3.6,False,3.5,3.4,3.6,3.5,222.0,187.0,2025-01-23T10:46:00-05:00,,SPX,index,6088.81,6088.81,2025-01-23T10:46:00-05:00,,quote
2025-01-23 10:59:00-05:00,SPXShortStraddle,,c3d2e9386aeb494aa6efe5178b1c99e7,SPXW,sell,market,new,,,1,,0.0,gtc,CALL,6095.0,100,2025-01-23,option,1.0,2025-01-23T10:59:00-05:00,None,market,sell_to_open,gtc,1,,,SPXW,option,CALL,6095.0,2025-01-23,100.0,4.65,4.6,4.7,4.65,31.0,80.0,2025-01-23T10:59:00-05:00,"{""ask"": 4.7, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""80"", ""bid"": 4.6, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""31"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",4.65,4.6,4.7,4.65,31.0,80.0,2025-01-23T10:59:00-05:00,"{""ask"": 4.7, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""80"", ""bid"": 4.6, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""31"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",SPX,6090.61,6090.61,2025-01-23T10:59:00-05:00,,6090.61,6090.61,2025-01-23T10:59:00-05:00,,,,,,,,,,,,,,,,,,,,,
2025-01-23 10:59:00-05:00,SPXShortStraddle,,eaf2866629924694815a4fea88b5f431,SPXW,sell,market,new,,,1,,0.0,gtc,PUT,6085.0,100,2025-01-23,option,1.0,2025-01-23T10:59:00-05:00,None,market,sell_to_open,gtc,1,,,SPXW,option,PUT,6085.0,2025-01-23,100.0,5.95,5.9,6.0,5.95,50.0,27.0,2025-01-23T10:59:00-05:00,"{""ask"": 6.0, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""27"", ""bid"": 5.9, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""50"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",5.95,5.9,6.0,5.95,50.0,27.0,2025-01-23T10:59:00-05:00,"{""ask"": 6.0, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""27"", ""bid"": 5.9, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""50"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",SPX,6090.61,6090.61,2025-01-23T10:59:00-05:00,,6090.61,6090.61,2025-01-23T10:59:00-05:00,,,,,,,,,,,,,,,,,,,,,
2025-01-23 10:59:00-05:00,SPXShortStraddle,,5eacc6bc5b2d4f77bf57a1d9fd830627,SPXW,sell,market,new,,,1,,0.0,day,,0.0,1,,multileg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23 10:59:00-05:00,SPXShortStraddle,,c3d2e9386aeb494aa6efe5178b1c99e7,SPXW,sell,market,fill,4.6,1.0,100,0.0,0.0,gtc,CALL,6095.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,4.6,4.6,4.7,False,4.65,4.6,4.7,4.65,31.0,80.0,2025-01-23T10:59:00-05:00,"{""ask"": 4.7, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""80"", ""bid"": 4.6, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""31"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",SPX,index,6090.61,6090.61,2025-01-23T10:59:00-05:00,,quote
2025-01-23 10:59:00-05:00,SPXShortStraddle,,eaf2866629924694815a4fea88b5f431,SPXW,sell,market,fill,5.9,1.0,100,0.0,0.0,gtc,PUT,6085.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,5.9,5.9,6.0,False,5.95,5.9,6.0,5.95,50.0,27.0,2025-01-23T10:59:00-05:00,"{""ask"": 6.0, ""ask_condition"": ""50"", ""ask_exchange"": ""5"", ""ask_size"": ""27"", ""bid"": 5.9, ""bid_condition"": ""50"", ""bid_exchange"": ""5"", ""bid_size"": ""50"", ""close"": null, ""high"": null, ""low"": null, ""open"": null, ""volume"": null}",SPX,index,6090.61,6090.61,2025-01-23T10:59:00-05:00,,quote
2025-01-23 11:02:00-05:00,SPXShortStraddle,,cfc75f89c2d24ba7b31f484462d4cfdb,SPXW,buy,market,new,,,1,,0.0,gtc,CALL,6095.0,100,2025-01-23,option,1.0,2025-01-23T11:02:00-05:00,None,market,buy_to_close,gtc,1,,,SPXW,option,CALL,6095.0,2025-01-23,100.0,6.95,6.9,7.0,6.95,26.0,3.0,2025-01-23T11:02:00-05:00,,6.95,6.9,7.0,6.95,26.0,3.0,2025-01-23T11:02:00-05:00,,SPX,6094.49,6094.49,2025-01-23T11:02:00-05:00,,6094.49,6094.49,2025-01-23T11:02:00-05:00,,,,,,,,,,,,,,,,,,,,,
2025-01-23 11:02:00-05:00,SPXShortStraddle,,7bd0e4c8eb634b79b0fe68bd2f2943f2,SPXW,buy,market,new,,,1,,0.0,gtc,PUT,6085.0,100,2025-01-23,option,1.0,2025-01-23T11:02:00-05:00,None,market,buy_to_close,gtc,1,,,SPXW,option,PUT,6085.0,2025-01-23,100.0,4.800000000000001,4.7,4.9,4.800000000000001,127.0,155.0,2025-01-23T11:02:00-05:00,,4.800000000000001,4.7,4.9,4.800000000000001,127.0,155.0,2025-01-23T11:02:00-05:00,,SPX,6094.49,6094.49,2025-01-23T11:02:00-05:00,,6094.49,6094.49,2025-01-23T11:02:00-05:00,,,,,,,,,,,,,,,,,,,,,
2025-01-23 11:02:00-05:00,SPXShortStraddle,,dd5f51be1dc14e1cbf6439bf56513fae,SPXW,buy,market,new,,,1,,0.0,day,,0.0,1,,multileg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23 11:02:00-05:00,SPXShortStraddle,,cfc75f89c2d24ba7b31f484462d4cfdb,SPXW,buy,market,fill,7.0,1.0,100,0.0,0.0,gtc,CALL,6095.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,7.0,6.9,7.0,False,6.95,6.9,7.0,6.95,26.0,3.0,2025-01-23T11:02:00-05:00,,SPX,index,6094.49,6094.49,2025-01-23T11:02:00-05:00,,quote
2025-01-23 11:02:00-05:00,SPXShortStraddle,,7bd0e4c8eb634b79b0fe68bd2f2943f2,SPXW,buy,market,fill,4.9,1.0,100,0.0,0.0,gtc,PUT,6085.0,100,2025-01-23,option,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quote_market,4.9,4.7,4.9,False,4.800000000000001,4.7,4.9,4.800000000000001,127.0,155.0,2025-01-23T11:02:00-05:00,,SPX,index,6094.49,6094.49,2025-01-23T11:02:00-05:00,,quote
