time,strategy,exchange,identifier,symbol,side,type,status,price,filled_quantity,multiplier,trade_cost,trade_slippage,time_in_force,asset.right,asset.strike,asset.multiplier,asset.expiration,asset.asset_type,audit.schema_version,audit.submit.time,audit.submit.order_class,audit.submit.order_type,audit.submit.side,audit.submit.time_in_force,audit.submit.quantity,audit.submit.limit_price,audit.submit.stop_price,audit.submit.asset.symbol,audit.submit.asset.asset_type,audit.submit.asset.right,audit.submit.asset.strike,audit.submit.asset.expiration,audit.submit.asset.multiplier,audit.submit.asset_quote.timestamp,audit.submit.asset_quote.snapshot_only.timestamp,audit.submit.underlying.symbol,audit.submit.underlying_quote.price,audit.submit.underlying_quote.mid_price,audit.submit.underlying_quote.volume,audit.submit.underlying_quote.timestamp,audit.submit.underlying_quote.snapshot_only.price,audit.submit.underlying_quote.snapshot_only.mid_price,audit.submit.underlying_quote.snapshot_only.volume,audit.submit.underlying_quote.snapshot_only.timestamp,audit.fill.model,audit.fill.order_type,audit.fill.price,audit.bar.datetime,audit.bar.open,audit.bar.high,audit.bar.low,audit.bar.close,audit.bar.volume,audit.order.limit_price,audit.order.stop_price,audit.data_source,audit.timestep,audit.underlying.symbol,audit.underlying.asset_type,audit.underlying_quote.price,audit.underlying_quote.mid_price,audit.underlying_quote.volume,audit.underlying_quote.timestamp
2025-01-27 09:30:00-05:00,NVDADrawdownCallStrategy,,8627b710ae31414493218d778f0ddc0c,NVDA,buy,limit,new,,,1,,0.0,gtc,CALL,135.0,100,2025-04-17,option,1,2025-01-27T09:30:00-05:00,None,limit,buy,gtc,43,9.25,,NVDA,option,CALL,135.0,2025-04-17,100.0,2025-01-27T09:30:00-05:00,2025-01-27T09:30:00-05:00,NVDA,124.5658,124.5658,20292895.0,2025-01-27T09:30:00-05:00,124.5658,124.5658,20292895.0,2025-01-27T09:30:00-05:00,,,,,,,,,,,,,,,,,,,
2025-01-27 09:30:00-05:00,NVDADrawdownCallStrategy,,8627b710ae31414493218d778f0ddc0c,NVDA,buy,limit,fill,9.25,43.0,100,0.39775,0.0,gtc,CALL,135.0,100,2025-04-17,option,1,,,,,,,,,,,,,,,,,,,,,,,,,,ohlc,limit,9.25,2025-01-27T09:30:00-05:00,9.45,10.1,8.45,8.8,127.0,9.25,,PANDAS,minute,NVDA,stock,124.5658,124.5658,20292895.0,2025-01-27T09:30:00-05:00
